name,supplier,supplierid,smiles,molclass,amount,unit,platebarcode,samplebarcode
ZINC03831332,Amadis Chemical,A840928,CC1=C(C(=O)c2ccccc2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,hts,2383,mg,x1,10002383
ZINC03831337,FDA-approved drugs (via DSSTOX),939,CC(=O)O[C@@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@@]5([C@@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,hts,2384,mg,x1,10002384
ZINC03831338,FDA-approved drugs (via DSSTOX),939,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@@]5([C@@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,hts,2385,mg,x1,10002385
ZINC03831339,FDA-approved drugs (via DSSTOX),939,CC(=O)O[C@@H]1C[C@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@@]5([C@@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,hts,2386,mg,x1,10002386
ZINC03831340,FDA-approved drugs (via DSSTOX),939,CC(=O)O[C@H]1C[C@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@@]5([C@@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,hts,2387,mg,x1,10002387
ZINC03831344,Molport,MolPort-001-898-166,CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](c2ccccc2)C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,2388,mg,x1,10002388
ZINC03831345,Vitas-M,STK249732,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccccc2)C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,2389,mg,x1,10002389
ZINC03831346,Asinex,BAS00444355,CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](c2ccccc2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,2390,mg,x1,10002390
ZINC03831347,AK Scientific,67914,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccccc2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,2391,mg,x1,10002391
ZINC03831352,DrugBank-approved,DB00413,CCC[NH2+][C@@H]1CCc2c(sc(n2)N)C1,hts,2392,mg,x1,10002392
ZINC03831354,BioSynth,Q-201611,C[C@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-],hts,2393,mg,x1,10002393
ZINC03831355,FDA-approved drugs (via DSSTOX),959,CC[C@@H](C)C(=O)O[C@@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H](C[C@@H](CC(=O)[O-])O)O)O,hts,2394,mg,x1,10002394
ZINC03831356,Tractus,RT-015129,CC[C@H](C)C(=O)O[C@@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H](C[C@@H](CC(=O)[O-])O)O)O,hts,2395,mg,x1,10002395
ZINC03831357,Tractus,RT-015129,CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H](C[C@@H](CC(=O)[O-])O)O)O,hts,2396,mg,x1,10002396
ZINC03831358,FDA-approved drugs (via DSSTOX),959,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H](C[C@@H](CC(=O)[O-])O)O)O,hts,2397,mg,x1,10002397
ZINC03831359,FDA-approved drugs (via DSSTOX),961,C[C@@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCc4ccc(cc4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@@]35C)O,hts,2398,mg,x1,10002398
ZINC03831360,FDA-approved drugs (via DSSTOX),961,C[C@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCc4ccc(cc4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@@]35C)O,hts,2399,mg,x1,10002399
ZINC03831361,FDA-approved drugs (via DSSTOX),961,C[C@@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCc4ccc(cc4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@@]35C)O,hts,2400,mg,x1,10002400
ZINC03831362,FDA-approved drugs (via DSSTOX),961,C[C@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCc4ccc(cc4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@@]35C)O,hts,2401,mg,x1,10002401
ZINC03831363,Scientific Exchange (make on demand),F-441584,C[C@@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2402,mg,x1,10002402
ZINC03831364,Molport,MolPort-002-328-797,C[C@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2403,mg,x1,10002403
ZINC03831365,Vitas-M,STK177313,C[C@@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2404,mg,x1,10002404
ZINC03831366,FDA-approved drugs (via DSSTOX),962,C[C@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2405,mg,x1,10002405
ZINC03831367,Molport,MolPort-002-927-178,CC(=O)OCC(=O)[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)O,hts,2406,mg,x1,10002406
ZINC03831368,Ambinter Natural Products,Ambmdy01500497,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)O,hts,2407,mg,x1,10002407
ZINC03831369,Maybridge,TL00535,CC(=O)OCC(=O)[C@@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)O,hts,2408,mg,x1,10002408
ZINC03831370,ChemDiv,N050-0018,CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)O,hts,2409,mg,x1,10002409
ZINC03831371,Vitas-M,STK378262,C[C@@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)[O-])O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2410,mg,x1,10002410
ZINC03831372,Aldrich CPR,PH003879|ALDRICH,C[C@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)[O-])O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2411,mg,x1,10002411
ZINC03831373,Vitas-M,STK378262,C[C@@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)[O-])O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2412,mg,x1,10002412
ZINC03831374,FDA-approved drugs (via DSSTOX),964,C[C@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)[O-])O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2413,mg,x1,10002413
ZINC03831375,FDA-approved drugs (via DSSTOX),966,C[C@@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2414,mg,x1,10002414
ZINC03831376,FDA-approved drugs (via DSSTOX),966,C[C@]12C[C@@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2415,mg,x1,10002415
ZINC03831377,FDA-approved drugs (via DSSTOX),966,C[C@@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2416,mg,x1,10002416
ZINC03831378,FDA-approved drugs (via DSSTOX),966,C[C@]12C[C@H]([C@@H]3[C@@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@@]34C)O,hts,2417,mg,x1,10002417
ZINC03831379,Aldrich CPR,PH002963|ALDRICH,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)C(=O)COC(=O)C,hts,2418,mg,x1,10002418
ZINC03831380,FDA-approved drugs (via DSSTOX),967,CCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)C(=O)COC(=O)C,hts,2419,mg,x1,10002419
ZINC03831381,Aldrich CPR,PH002963|ALDRICH,CCCCC(=O)O[C@@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)C(=O)COC(=O)C,hts,2420,mg,x1,10002420
ZINC03831382,FDA-approved drugs (via DSSTOX),967,CCCCC(=O)O[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)C=C[C@@]34C)O)C)C(=O)COC(=O)C,hts,2421,mg,x1,10002421
ZINC03831392,Aldrich CPR,PH004234|ALDRICH,CCCOC(=O)Cn1cc(c(=O)c(c1)I)I,hts,2422,mg,x1,10002422
ZINC03831393,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@@H]1[C@@H]([C@@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,2423,mg,x1,10002423
ZINC03831394,FDA-approved drugs (via DSSTOX),992,CCNNC(=O)[C@H]1[C@@H]([C@@H](c2cc3c(cc2[C@@H]1c4cc(c(c(c4)OC)OC)OC)OCO3)O)CO,hts,2424,mg,x1,10002424
ZINC03831401,Ambinter Natural Products,Ambmdy01500521,Cc1cc(c(n1c2ccccc2)C)/C=C/c3ccc4cc(ccc4[n+]3C)N(C)C,hts,2425,mg,x1,10002425
ZINC03831402,FDA-approved drugs (via DSSTOX),1008,CCOC(=O)[C@@H](CCc1ccccc1)[NH2+][C@H](C)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)[O-],hts,2426,mg,x1,10002426
ZINC03831403,Aldrich CPR,R751839|ALDRICH,COc1ccc2c(c1)c(ccn2)[C@@H]([C@@H]3C[C@@H]4CC[NH+]3C[C@@H]4C=C)O,hts,2427,mg,x1,10002427
ZINC03831404,Alfa-Aesar,H33474,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CC[NH+]3C[C@@H]4C=C)O,hts,2428,mg,x1,10002428
ZINC03831405,Ambinter Natural Products,GPN000993,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[NH+]3C[C@@H]4C=C)O,hts,2429,mg,x1,10002429
ZINC03831407,FDA-approved drugs (via DSSTOX),1012,CCOC(=O)[C@@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2[C@@H]3CCC[C@@H]3C[C@@H]2C(=O)[O-],hts,2430,mg,x1,10002430
ZINC03831408,FDA-approved drugs (via DSSTOX),1012,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2[C@@H]3CCC[C@@H]3C[C@@H]2C(=O)[O-],hts,2431,mg,x1,10002431
ZINC03831409,FDA-approved drugs (via DSSTOX),1012,CCOC(=O)[C@@H](CCc1ccccc1)[NH2+][C@H](C)C(=O)N2[C@@H]3CCC[C@@H]3C[C@@H]2C(=O)[O-],hts,2432,mg,x1,10002432
ZINC03831410,FDA-approved drugs (via DSSTOX),1012,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@H](C)C(=O)N2[C@@H]3CCC[C@@H]3C[C@@H]2C(=O)[O-],hts,2433,mg,x1,10002433
ZINC03831411,Tractus,RT-015231,CCOc1cc(ccc1C(=O)[O-])CC(=O)N[C@H](CC(C)C)c2ccccc2N3CCCCC3,hts,2434,mg,x1,10002434
ZINC03831413,FDA-approved drugs (via DSSTOX),1015,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@@H]3C[C@@H]5[C@@H](C4)C[C@@H]([C@@H]([C@@H]5C(=O)OC)OC)OC(=O)/C=C/c6cc(c(c(c6)OC)OC)OC,hts,2435,mg,x1,10002435
ZINC03831414,FDA-approved drugs (via DSSTOX),1015,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@H]3C[C@@H]5[C@@H](C4)C[C@@H]([C@@H]([C@@H]5C(=O)OC)OC)OC(=O)/C=C/c6cc(c(c(c6)OC)OC)OC,hts,2436,mg,x1,10002436
ZINC03831415,FDA-approved drugs (via DSSTOX),1016,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@@H]3C[C@@H]5[C@@H](C4)C[C@@H]([C@@H]([C@@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,hts,2437,mg,x1,10002437
ZINC03831416,FDA-approved drugs (via DSSTOX),1016,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@H]3C[C@@H]5[C@@H](C4)C[C@@H]([C@@H]([C@@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,hts,2438,mg,x1,10002438
ZINC03831417,ChemMol,30101566,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,hts,2439,mg,x1,10002439
ZINC03831418,Maybridge Hit Finder,HTS11462,c1nc(nn1[C@@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O)C(=O)N,hts,2440,mg,x1,10002440
ZINC03831419,Acorn PharmaTech,ACN-S001314,c1nc(nn1[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O)C(=O)N,hts,2441,mg,x1,10002441
ZINC03831420,Maybridge Hit Finder,HTS11462,c1nc(nn1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)C(=O)N,hts,2442,mg,x1,10002442
ZINC03831421,FDA-approved drugs (via DSSTOX),1018,c1nc(nn1[C@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)C(=O)N,hts,2443,mg,x1,10002443
ZINC03831422,Alfa-Aesar,A11764,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@H]([C@@H]([C@@H](CO)O)O)O,hts,2444,mg,x1,10002444
ZINC03831423,Maybridge,RH01439,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@H]([C@@H](CO)O)O)O,hts,2445,mg,x1,10002445
ZINC03831424,Prestwick Chemical,634,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@H]([C@H]([C@@H](CO)O)O)O,hts,2446,mg,x1,10002446
ZINC03831425,American Custom Chemicals Corp.,VIT0000044,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O,hts,2447,mg,x1,10002447
ZINC03831426,Apollo Scientific Bioactives,BIF4012,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O,hts,2448,mg,x1,10002448
ZINC03831427,Amadis Chemical,A806082,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@H]([C@@H](COP(=O)([O-])[O-])O)O)O,hts,2449,mg,x1,10002449
ZINC03831428,Alfa-Aesar,A14545,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@H]([C@H]([C@@H](COP(=O)([O-])[O-])O)O)O,hts,2450,mg,x1,10002450
ZINC03831429,ChemDiv BuildingBlocks,BB55-7398,C[C@@H](C12CC3CC(C1)CC(C3)C2)[NH3+],hts,2451,mg,x1,10002451
ZINC03831430,Matrix Scientific,060560,C[C@H](C12CC3CC(C1)CC(C3)C2)[NH3+],hts,2452,mg,x1,10002452
ZINC03831432,FDA-approved drugs (via DSSTOX),1027,CC(=O)O[C@@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@@H](C4)O)[NH+]5CCOCC5)C)C)[N+]6(CCCC6)CC=C,hts,2453,mg,x1,10002453
ZINC03831433,FDA-approved drugs (via DSSTOX),1027,CC(=O)O[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@@H](C4)O)[NH+]5CCOCC5)C)C)[N+]6(CCCC6)CC=C,hts,2454,mg,x1,10002454
ZINC03831434,FDA-approved drugs (via DSSTOX),1027,CC(=O)O[C@@H]1[C@H](C[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@@H](C4)O)[NH+]5CCOCC5)C)C)[N+]6(CCCC6)CC=C,hts,2455,mg,x1,10002455
ZINC03831435,FDA-approved drugs (via DSSTOX),1027,CC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@@H](C4)O)[NH+]5CCOCC5)C)C)[N+]6(CCCC6)CC=C,hts,2456,mg,x1,10002456
ZINC03831436,FDA-approved drugs (via DSSTOX),1029,C[C@@]1(c2cccc(c2C(=O)C3=C([C@@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)NC[NH+]5CCCC5)O)[NH+](C)C)O)O)O)O,hts,2457,mg,x1,10002457
ZINC03831437,FDA-approved drugs (via DSSTOX),1029,C[C@]1(c2cccc(c2C(=O)C3=C([C@@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)NC[NH+]5CCCC5)O)[NH+](C)C)O)O)O)O,hts,2458,mg,x1,10002458
ZINC03831438,FDA-approved drugs (via DSSTOX),1029,C[C@@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)NC[NH+]5CCCC5)O)[NH+](C)C)O)O)O)O,hts,2459,mg,x1,10002459
ZINC03831444,BePharm Building Blocks,B90104,C[NH2+][C@H]1CC[C@@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,hts,2460,mg,x1,10002460
ZINC03831445,Toronto Research Chemicals,S279975,C[NH2+][C@@H]1CC[C@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,hts,2461,mg,x1,10002461
ZINC03831448,Asinex,BAS00015476,COc1cc(ccc1O)[C@@H]2[C@@H](Oc3ccc(cc3O2)[C@@H]4[C@@H](C(=O)c5c(cc(cc5O4)O)O)O)CO,hts,2462,mg,x1,10002462
ZINC03831449,eMolecules,773698,COc1cc(ccc1O)[C@H]2[C@@H](Oc3ccc(cc3O2)[C@@H]4[C@@H](C(=O)c5c(cc(cc5O4)O)O)O)CO,hts,2463,mg,x1,10002463
ZINC03831450,BePharm Building Blocks,B151199,CCC(C)(C)C(=O)O[C@@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H]3C[C@@H](CC(=O)O3)O)C,hts,2464,mg,x1,10002464
ZINC03831451,FDA-approved drugs (via DSSTOX),1042,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H]3C[C@@H](CC(=O)O3)O)C,hts,2465,mg,x1,10002465
ZINC03831452,FDA-approved drugs (via DSSTOX),1042,CCC(C)(C)C(=O)O[C@@H]1C[C@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H]3C[C@@H](CC(=O)O3)O)C,hts,2466,mg,x1,10002466
ZINC03831453,FDA-approved drugs (via DSSTOX),1042,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@@H]1[C@@H]([C@@H](C=C2)C)CC[C@@H]3C[C@@H](CC(=O)O3)O)C,hts,2467,mg,x1,10002467
ZINC03831454,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,2468,mg,x1,10002468
ZINC03831455,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,2469,mg,x1,10002469
ZINC03831456,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,2470,mg,x1,10002470
ZINC03831457,FDA-approved drugs (via DSSTOX),1045,C/C=C(\CC[C@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@@H]4C)O)C)C)/C(C)C,hts,2471,mg,x1,10002471
ZINC03831458,FDA-approved drugs (via DSSTOX),1046,CC[C@@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,hts,2472,mg,x1,10002472
ZINC03831459,ChemMol,30101115,CC[C@H](CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,hts,2473,mg,x1,10002473
ZINC03831460,APIChem,AC-11208,CC[C@@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,hts,2474,mg,x1,10002474
ZINC03831461,FDA-approved drugs (via DSSTOX),1046,CC[C@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,hts,2475,mg,x1,10002475
ZINC03831462,ChemMol,30106247,CC(=CCOc1ccc(cc1)/C=C/C(=O)c2ccc(cc2OCC(=O)[O-])OCC=C(C)C)C,hts,2476,mg,x1,10002476
ZINC03831465,Vitas-M,STL018678,C[C@@H]1CC(=O)[C@@]2([C@@H](O1)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)[NH2+]C)O)[NH2+]C)O)O,hts,2477,mg,x1,10002477
ZINC03831466,FDA-approved drugs (via DSSTOX),1053,C[C@H]1CC(=O)[C@@]2([C@@H](O1)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)[NH2+]C)O)[NH2+]C)O)O,hts,2478,mg,x1,10002478
ZINC03831467,Vitas-M,STL018678,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)[NH2+]C)O)[NH2+]C)O)O,hts,2479,mg,x1,10002479
ZINC03831468,FDA-approved drugs (via DSSTOX),1053,C[C@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)[NH2+]C)O)[NH2+]C)O)O,hts,2480,mg,x1,10002480
ZINC03831470,Prestwick Chemical,732,CN(C(=O)N[C@@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O)N=O,hts,2481,mg,x1,10002481
ZINC03831471,FDA-approved drugs (via DSSTOX),1060,CN(C(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O)N=O,hts,2482,mg,x1,10002482
ZINC03831472,FDA-approved drugs (via DSSTOX),1060,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O)N=O,hts,2483,mg,x1,10002483
ZINC03831473,FDA-approved drugs (via DSSTOX),1060,CN(C(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O)N=O,hts,2484,mg,x1,10002484
ZINC03831474,FDA-approved drugs (via DSSTOX),1062,[C@H]([C@@H](C(=O)[O-])S)(C(=O)[O-])S,hts,2485,mg,x1,10002485
ZINC03831475,ChemMol,44006610,[C@@H]([C@@H](C(=O)[O-])S)(C(=O)[O-])S,hts,2486,mg,x1,10002486
ZINC03831477,Bosche Scientific,D1120,[C@@H]([C@H](C(=O)[O-])S)(C(=O)[O-])S,hts,2487,mg,x1,10002487
ZINC03831483,Sigma Aldrich (Building Blocks),S2159000|FLUKA,c1ccc(cc1)n2c(c(c(=O)n2c3ccccc3)CC[S@@](=O)c4ccccc4)[O-],hts,2488,mg,x1,10002488
ZINC03831484,FDA-approved drugs (via DSSTOX),1082,c1cc(c(cc1C2(c3c(c(c(c(c3Br)Br)Br)Br)C(=O)O2)c4ccc(c(c4)S(=O)(=O)[O-])O)S(=O)(=O)[O-])O,hts,2489,mg,x1,10002489
ZINC03831485,NCI Plated 2007,27222,c1cc(ccc1NC[S@@](=O)[O-])S(=O)(=O)c2ccc(cc2)NC[S@@](=O)[O-],hts,2490,mg,x1,10002490
ZINC03831490,Prestwick Chemical,520,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)[O-])O,hts,2491,mg,x1,10002491
ZINC03831492,Prestwick Chemical,564,CCOC(=O)Oc1c(cc(cc1OC)C(=O)O[C@@H]2C[C@@H]3C[NH+]4CCc5c6ccc(cc6[nH]c5[C@@H]4C[C@@H]3[C@@H]([C@@H]2OC)C(=O)OC)OC)OC,hts,2492,mg,x1,10002492
ZINC03831493,FDA-approved drugs (via DSSTOX),1090,CCOC(=O)Oc1c(cc(cc1OC)C(=O)O[C@H]2C[C@@H]3C[NH+]4CCc5c6ccc(cc6[nH]c5[C@@H]4C[C@@H]3[C@@H]([C@@H]2OC)C(=O)OC)OC)OC,hts,2493,mg,x1,10002493
ZINC03831494,Prestwick Chemical,564,CCOC(=O)Oc1c(cc(cc1OC)C(=O)O[C@@H]2C[C@H]3C[NH+]4CCc5c6ccc(cc6[nH]c5[C@@H]4C[C@@H]3[C@@H]([C@@H]2OC)C(=O)OC)OC)OC,hts,2494,mg,x1,10002494
ZINC03831495,Prestwick Chemical,564,CCOC(=O)Oc1c(cc(cc1OC)C(=O)O[C@H]2C[C@H]3C[NH+]4CCc5c6ccc(cc6[nH]c5[C@@H]4C[C@@H]3[C@@H]([C@@H]2OC)C(=O)OC)OC)OC,hts,2495,mg,x1,10002495
ZINC03831502,MicroSource Pharmakon,01502341,C[C@@]1([C@@H](N2[C@@H](S1(=O)=O)CC2=O)C(=O)[O-])Cn3ccnn3,hts,2496,mg,x1,10002496
